film_id,event_id,scene_id,utterance_id,scene_position_pct,speaker,raw_speaker,character_id,canonical_name,text,word_count,utterance_type,addressee,addressee_type,line_number,parenthetical,cue_type,gender,gender_rationale,is_named,is_protagonist,included_in_network,parser_canonical_name,confidence
coco_2017,11,coco_2017_s001,coco_2017_s001_u0011,0.0,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,"Then her grandkids got roped in. As her family grew, so did the business.",14,spoken,monologue,monologue,113,,indented,M,,1,1,1,Miguel,high
coco_2017,12,coco_2017_s001,coco_2017_s001_u0012,0.0,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,"Music had torn her family apart, but shoes held them all together. You see, that woman was my great- great grandmother, Mam Imelda.",23,spoken,monologue,monologue,122,(beat),indented,M,,1,1,1,Miguel,high
coco_2017,13,coco_2017_s001,coco_2017_s001_u0013,0.0,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,She died WAY before I was born. But my family still tells her story every year on D a de los Muertos -- the Day of the Dead... And her little girl?,32,spoken,monologue,monologue,139,(beat),indented,M,,1,1,1,Miguel,high
coco_2017,14,coco_2017_s001,coco_2017_s001_u0014,0.0,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,"She's my great grandmother, Mam",5,spoken,monologue,monologue,151,,indented,M,,1,1,1,Miguel,high
coco_2017,15,coco_2017_s001,coco_2017_s001_u0015,0.0,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,"Hol , Mam Coco.",4,spoken,monologue,monologue,157,,indented,M,,1,1,1,Miguel,high
coco_2017,16,coco_2017_s001,coco_2017_s001_u0016,0.0,MAM COCO,MAM  COCO,coco_2017_mam_coco,Mam Coco,"How are you, Julio?",4,spoken,coco_2017_miguel,individual,160,,indented,F,,1,0,1,Mam Coco,high
coco_2017,17,coco_2017_s001,coco_2017_s001_u0017,0.0,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,"Actually, my name is Miguel. Mam things... But it's good to talk to her anyway. So I tell her pretty much everything.",22,spoken,coco_2017_mam_coco,individual,163,,indented,M,,1,1,1,Miguel,high
coco_2017,18,coco_2017_s002,coco_2017_s002_u0018,0.0112,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,I used to run like this...,6,spoken,monologue,monologue,174,,indented,M,,1,1,1,Miguel,medium
coco_2017,19,coco_2017_s002,coco_2017_s002_u0019,0.0112,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,But now I run like this which is way faster!,10,spoken,monologue,monologue,180,,indented,M,,1,1,1,Miguel,medium
coco_2017,20,coco_2017_s003,coco_2017_s003_u0020,0.0225,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,And the winner is... Luchadora,5,spoken,group,unclear,191,,indented,M,,1,1,1,Miguel,high
coco_2017,21,coco_2017_s004,coco_2017_s004_u0021,0.0337,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,"I have a dimple on this side, but not on this side. Dimple. No dimple. Dimple. No dimple--",18,spoken,monologue,monologue,204,,indented,M,,1,1,1,Miguel,high
coco_2017,22,coco_2017_s004,coco_2017_s004_u0022,0.0337,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,Miguel! Eat your food.,4,spoken,coco_2017_miguel,individual,209,,indented,F,,1,0,1,Abuelita,high
coco_2017,23,coco_2017_s004,coco_2017_s004_u0023,0.0337,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,My Abuelita? She's Mam Coco's daughter.,6,spoken,monologue,monologue,215,,indented,M,,1,1,1,Miguel,high
coco_2017,24,coco_2017_s004,coco_2017_s004_u0024,0.0337,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,"Aw, you're a twig, mijo. Have some more.",8,spoken,coco_2017_miguel,individual,221,,indented,F,,1,0,1,Abuelita,high
coco_2017,25,coco_2017_s004,coco_2017_s004_u0025,0.0337,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,"No, gracias.",2,spoken,coco_2017_abuelita,individual,226,,indented,M,,1,1,1,Miguel,high
coco_2017,26,coco_2017_s004,coco_2017_s004_u0026,0.0337,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,I asked if you would like more tamales.,8,spoken,coco_2017_miguel,individual,229,,indented,F,,1,0,1,Abuelita,high
coco_2017,27,coco_2017_s004,coco_2017_s004_u0027,0.0337,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,S-s ?,2,spoken,coco_2017_abuelita,individual,233,,indented,M,,1,1,1,Miguel,high
coco_2017,28,coco_2017_s004,coco_2017_s004_u0028,0.0337,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,That's what I THOUGHT you said.,6,spoken,coco_2017_miguel,individual,236,,indented,F,,1,0,1,Abuelita,high
coco_2017,29,coco_2017_s004,coco_2017_s004_u0029,0.0337,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,Abuelita runs our house just like Mam Imelda did.,9,spoken,monologue,monologue,239,,indented,M,,1,1,1,Miguel,high
coco_2017,30,coco_2017_s006,coco_2017_s006_u0030,0.0562,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,No music!,2,spoken,group,unclear,257,,indented,F,,1,0,1,Abuelita,high
coco_2017,31,coco_2017_s007,coco_2017_s007_u0031,0.0674,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,No music!!,2,spoken,group,unclear,266,,indented,F,,1,0,1,Abuelita,high
coco_2017,32,coco_2017_s008,coco_2017_s008_u0032,0.0787,MUSICIANS,MUSICIANS,coco_2017_musicians,Musicians,AUNQUE LA VIDA--,3,song,group,group,275,(singing),indented,Both,,0,0,0,Musicians,high
coco_2017,33,coco_2017_s008,coco_2017_s008_u0033,0.0787,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,NO MUSIC!!!,2,spoken,group,group,282,,indented,F,,1,0,1,Abuelita,high
coco_2017,34,coco_2017_s008,coco_2017_s008_u0034,0.0787,MIGUEL,MIGUEL (V.O),coco_2017_miguel,Miguel,I think we're the only family in M xico who hates music...,12,spoken,coco_2017_abuelita,individual,287,,indented,M,,1,1,1,Miguel,medium
coco_2017,35,coco_2017_s009,coco_2017_s009_u0035,0.0899,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,And my family's fine with that...,6,spoken,monologue,monologue,297,,indented,M,,1,1,1,Miguel,high
coco_2017,36,coco_2017_s009,coco_2017_s009_u0036,0.0899,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,But me?,2,spoken,monologue,monologue,302,,indented,M,,1,1,1,Miguel,high
coco_2017,37,coco_2017_s009,coco_2017_s009_u0037,0.0899,MAM,MAM,coco_2017_mam,Mam,"Be back by lunch, mijo!",5,spoken,coco_2017_miguel,individual,305,,indented,F,,1,0,1,Mam,high
coco_2017,38,coco_2017_s009,coco_2017_s009_u0038,0.0899,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,"Love you, Mam !",4,spoken,coco_2017_mam,individual,308,,indented,M,,1,1,1,Miguel,high
coco_2017,39,coco_2017_s009,coco_2017_s009_u0039,0.0899,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,I am NOT like the rest of my family...,9,spoken,monologue,monologue,316,,indented,M,,1,1,1,Miguel,high
coco_2017,40,coco_2017_s009,coco_2017_s009_u0040,0.0899,WOMAN,WOMAN,coco_2017_woman,Woman,"Hola, Miguel!",2,spoken,coco_2017_miguel,individual,322,,indented,F,,0,0,0,Woman,high
coco_2017,41,coco_2017_s009,coco_2017_s009_u0041,0.0899,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,Hola!,1,spoken,group,group,325,,indented,M,,1,1,1,Miguel,high
coco_2017,42,coco_2017_s009,coco_2017_s009_u0042,0.0899,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,Muchas gracias!,2,spoken,group,group,337,,indented,M,,1,1,1,Miguel,high
coco_2017,43,coco_2017_s009,coco_2017_s009_u0043,0.0899,STREET VENDOR,STREET VENDOR,coco_2017_street_vendor,Street Vendor,"De nada, Miguel!",3,spoken,coco_2017_miguel,individual,340,,indented,M,,0,0,0,Street Vendor,high
coco_2017,44,coco_2017_s009,coco_2017_s009_u0044,0.0899,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,"Hey, hey! Dante!",3,spoken,coco_2017_dante,individual,351,,indented,M,,1,1,1,Miguel,high
coco_2017,45,coco_2017_s009,coco_2017_s009_u0045,0.0899,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,Sit. Down. Roll over. Shake. Fist bump.,7,spoken,coco_2017_dante,individual,356,,indented,M,,1,1,1,Miguel,high
coco_2017,46,coco_2017_s009,coco_2017_s009_u0046,0.0899,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,"Good boy, Dante!",3,spoken,coco_2017_dante,individual,362,,indented,M,,1,1,1,Miguel,high
coco_2017,47,coco_2017_s009,coco_2017_s009_u0047,0.0899,MIGUEL,MIGUEL (V.O),coco_2017_miguel,Miguel,I know I'm not supposed to love,7,spoken,monologue,monologue,377,,indented,M,,1,1,1,Miguel,high
coco_2017,48,coco_2017_s009,coco_2017_s009_u0048,0.0899,MIGUEL,MIGUEL (V.O),coco_2017_miguel,Miguel,...The greatest musician of all time.,6,spoken,monologue,monologue,387,,indented,M,,1,1,1,Miguel,high
coco_2017,49,coco_2017_s009,coco_2017_s009_u0049,0.0899,TOUR GUIDE,TOUR GUIDE,coco_2017_tour_guide,Tour Guide,"And right here, in this very plaza, the young Ernesto de la Cruz took his first steps toward becoming the most beloved singer in Mexican history!",26,spoken,group,group,394,,indented,M,,0,0,0,Tour Guide,high
coco_2017,50,coco_2017_s009,coco_2017_s009_u0050,0.0899,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,"He started out a total nobody from Santa Cecilia, like me. But when he played music, he made people fall in love with him.",24,spoken,group,group,406,,indented,M,,1,1,1,Miguel,high
coco_2017,51,coco_2017_s009,coco_2017_s009_u0051,0.0899,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,He starred in movies. He had the coolest guitar... He could fly!,12,spoken,group,group,416,,indented,M,,1,1,1,Miguel,high
coco_2017,52,coco_2017_s009,coco_2017_s009_u0052,0.0899,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,And he wrote the best songs! But my all-time favorite? It's--,11,spoken,group,group,423,,indented,M,,1,1,1,Miguel,high
coco_2017,53,coco_2017_s009,coco_2017_s009_u0053,0.0899,DE LA CRUZ,DE LA CRUZ,coco_2017_de_la_cruz,De La Cruz,REMEMBER ME THOUGH I HAVE TO SAY GOODBYE REMEMBER ME DON'T LET IT MAKE YOU CRY FOR EVEN IF I'M FAR AWAY I HOLD YOU IN MY HEART I SING A SECRET SONG TO YOU EACH NIGHT WE ARE APART REMEMBER ME,42,song,monologue,monologue,429,(singing) | (MORE),indented,M,,1,0,1,De La Cruz,high
coco_2017,54,coco_2017_s009,coco_2017_s009_u0054,0.0899,DE LA CRUZ,DE LA CRUZ (CONT'D),coco_2017_de_la_cruz,De La Cruz,THOUGH I HAVE TO TRAVEL FAR REMEMBER ME EACH TIME YOU HEAR A SAD GUITAR KNOW THAT I'M WITH YOU THE ONLY WAY THAT I CAN BE...,27,song,monologue,monologue,443,,indented,M,,1,0,1,De La Cruz,high
coco_2017,55,coco_2017_s009,coco_2017_s009_u0055,0.0899,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,He lived the kind of life you dream about... Until 1942...,11,spoken,group,group,450,,indented,M,,1,1,1,Miguel,high
coco_2017,56,coco_2017_s009,coco_2017_s009_u0056,0.0899,DE LA CRUZ,DE LA CRUZ,coco_2017_de_la_cruz,De La Cruz,UNTIL YOU'RE IN MY ARMS AGAIN REMEMBER ME!,8,song,monologue,monologue,457,,indented,M,,1,0,1,De La Cruz,high
coco_2017,57,coco_2017_s009,coco_2017_s009_u0057,0.0899,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,When he was crushed by a giant bell.,8,spoken,group,group,463,,indented,M,,1,1,1,Miguel,high
coco_2017,58,coco_2017_s009,coco_2017_s009_u0058,0.0899,MIGUEL,MIGUEL (V.O),coco_2017_miguel,Miguel,I wanna be just like him.,6,spoken,monologue,monologue,474,,indented,M,,1,1,1,Miguel,high
coco_2017,59,coco_2017_s010,coco_2017_s010_u0059,0.1011,MIGUEL,MIGUEL (V.O.),coco_2017_miguel,Miguel,"Sometimes, I look at de la Cruz and I get this feeling... like we're connected somehow. Like, if HE could play music, maybe someday I could too...",27,spoken,monologue,monologue,486,,indented,M,,1,1,1,Miguel,medium
coco_2017,60,coco_2017_s011,coco_2017_s011_u0060,0.1124,MIGUEL,MIGUEL (CONT'D),coco_2017_miguel,Miguel,...If it wasn't for my family.,6,spoken,monologue,monologue,496,,indented,M,,1,1,1,Miguel,high
coco_2017,61,coco_2017_s011,coco_2017_s011_u0061,0.1124,PLAZA MARIACHI,PLAZA MARIACHI,coco_2017_plaza_mariachi,Plaza Mariachi,"Ay, ay, ay, muchacho.",4,spoken,coco_2017_miguel,individual,499,(playful),indented,M,,0,0,1,Plaza Mariachi,high
coco_2017,62,coco_2017_s011,coco_2017_s011_u0062,0.1124,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,Huh?,1,spoken,unclear,unclear,503,,indented,M,,1,1,1,Miguel,low
coco_2017,63,coco_2017_s011,coco_2017_s011_u0063,0.1124,PLAZA MARIACHI,PLAZA MARIACHI,coco_2017_plaza_mariachi,Plaza Mariachi,"I asked for a shoe shine, not your life story.",10,spoken,coco_2017_miguel,individual,506,,indented,M,,0,0,1,Plaza Mariachi,high
coco_2017,64,coco_2017_s011,coco_2017_s011_u0064,0.1124,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,"Oh, yeah, sorry.",3,spoken,unclear,unclear,513,,indented,M,,1,1,1,Miguel,medium
coco_2017,65,coco_2017_s011,coco_2017_s011_u0065,0.1124,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,I just can't really talk about any of this at home so...,12,spoken,unclear,unclear,519,,indented,M,,1,1,1,Miguel,medium
coco_2017,66,coco_2017_s011,coco_2017_s011_u0066,0.1124,PLAZA MARIACHI,PLAZA MARIACHI,coco_2017_plaza_mariachi,Plaza Mariachi,"Look, if I were you I'd march right up to my family and say, ""Hey! I'm a musician. Deal with it!""",21,spoken,coco_2017_miguel,individual,523,,indented,M,,0,0,1,Plaza Mariachi,high
coco_2017,67,coco_2017_s011,coco_2017_s011_u0067,0.1124,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,I could never say that...,5,spoken,unclear,unclear,528,,indented,M,,1,1,1,Miguel,medium
coco_2017,68,coco_2017_s011,coco_2017_s011_u0068,0.1124,PLAZA MARIACHI,PLAZA MARIACHI,coco_2017_plaza_mariachi,Plaza Mariachi,"You ARE a musician, no?",5,spoken,coco_2017_miguel,individual,531,,indented,M,,0,0,1,Plaza Mariachi,high
coco_2017,69,coco_2017_s011,coco_2017_s011_u0069,0.1124,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,I don't know. I mean... I only really play for myself--,11,spoken,unclear,unclear,534,,indented,M,,1,1,1,Miguel,medium
coco_2017,70,coco_2017_s011,coco_2017_s011_u0070,0.1124,PLAZA MARIACHI,PLAZA MARIACHI,coco_2017_plaza_mariachi,Plaza Mariachi,"Did de la Cruz become the world's best musician by hiding his sweet, sweet skills? No! He walked out onto that plaza and he played out loud!",27,spoken,coco_2017_miguel,individual,538,,indented,M,,0,0,1,Plaza Mariachi,high
coco_2017,71,coco_2017_s011,coco_2017_s011_u0071,0.1124,PLAZA MARIACHI,PLAZA MARIACHI (CONT'D),coco_2017_plaza_mariachi,Plaza Mariachi,"Ah, mira, mira! They're setting up for tonight. The music competition for D a de Muertos. You wanna be like your hero? You should sign up!",26,spoken,coco_2017_miguel,individual,550,,indented,M,,0,0,1,Plaza Mariachi,high
coco_2017,72,coco_2017_s011,coco_2017_s011_u0072,0.1124,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,"Uh-uh, my family would freak!",5,spoken,unclear,unclear,557,,indented,M,,1,1,1,Miguel,medium
coco_2017,73,coco_2017_s011,coco_2017_s011_u0073,0.1124,PLAZA MARIACHI,PLAZA MARIACHI,coco_2017_plaza_mariachi,Plaza Mariachi,"Look, if you're too scared, then, well... have fun making shoes.",11,spoken,coco_2017_miguel,individual,560,,indented,M,,0,0,1,Plaza Mariachi,high
coco_2017,74,coco_2017_s011,coco_2017_s011_u0074,0.1124,PLAZA MARIACHI,PLAZA MARIACHI (CONT'D),coco_2017_plaza_mariachi,Plaza Mariachi,C'mon. What did de la Cruz always say?,8,spoken,coco_2017_miguel,individual,566,,indented,M,,0,0,1,Plaza Mariachi,high
coco_2017,75,coco_2017_s011,coco_2017_s011_u0075,0.1124,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,...Seize your moment?,3,spoken,unclear,unclear,570,,indented,M,,1,1,1,Miguel,medium
coco_2017,76,coco_2017_s011,coco_2017_s011_u0076,0.1124,PLAZA MARIACHI,PLAZA MARIACHI,coco_2017_plaza_mariachi,Plaza Mariachi,"Show me what you got, muchacho. I'll be your first audience.",11,spoken,coco_2017_miguel,individual,575,,indented,M,,0,0,1,Plaza Mariachi,high
coco_2017,77,coco_2017_s011,coco_2017_s011_u0077,0.1124,ABUELITA,ABUELITA (O.S.),coco_2017_abuelita,Abuelita,MIGUEL!,1,spoken,coco_2017_miguel,individual,585,,indented,F,,1,0,1,Abuelita,high
coco_2017,78,coco_2017_s011,coco_2017_s011_u0078,0.1124,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,Abuelita!,1,spoken,coco_2017_abuelita,individual,593,,indented,M,,1,1,1,Miguel,high
coco_2017,79,coco_2017_s011,coco_2017_s011_u0079,0.1124,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,What are you doing here?,5,spoken,coco_2017_miguel,individual,596,,indented,F,,1,0,1,Abuelita,high
coco_2017,80,coco_2017_s011,coco_2017_s011_u0080,0.1124,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,Um...uh...,1,spoken,coco_2017_abuelita,individual,600,,indented,M,,1,1,1,Miguel,high
coco_2017,81,coco_2017_s011,coco_2017_s011_u0081,0.1124,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,You leave my grandson alone!,5,spoken,unclear,unclear,608,,indented,F,,1,0,1,Abuelita,medium
coco_2017,82,coco_2017_s011,coco_2017_s011_u0082,0.1124,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,"I know your tricks, mariachi! What did he say to you?",11,spoken,coco_2017_miguel,individual,615,(to Miguel),indented,F,,1,0,1,Abuelita,high
coco_2017,83,coco_2017_s011,coco_2017_s011_u0083,0.1124,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,He was just showing me his guitar...,7,spoken,coco_2017_abuelita,individual,620,,indented,M,,1,1,1,Miguel,high
coco_2017,84,coco_2017_s011,coco_2017_s011_u0084,0.1124,T O BERTO,T O BERTO,coco_2017_t_o_berto,Tío Berto,Shame on you!,3,spoken,unclear,unclear,626,,indented,M,,1,0,1,T O Berto,medium
coco_2017,85,coco_2017_s011,coco_2017_s011_u0085,0.1124,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,My grandson is a sweet little,6,spoken,monologue,monologue,632,,indented,F,,1,0,1,Abuelita,medium
coco_2017,86,coco_2017_s011,coco_2017_s011_u0086,0.1124,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,"Ay, pobrecito! Est s bien, mijo?",6,spoken,coco_2017_miguel,individual,642,,indented,F,,1,0,1,Abuelita,high
coco_2017,87,coco_2017_s011,coco_2017_s011_u0087,0.1124,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,You know better than to be here in this place! You will come home. Now.,15,spoken,coco_2017_miguel,individual,648,(distressed),indented,F,,1,0,1,Abuelita,high
coco_2017,88,coco_2017_s012,coco_2017_s012_u0088,0.1236,T O BERTO,T O BERTO,coco_2017_t_o_berto,Tío Berto,How many times have we told you -- that plaza is crawling with mariachis!,14,spoken,coco_2017_miguel,individual,664,,indented,M,,1,0,1,T O Berto,high
coco_2017,89,coco_2017_s012,coco_2017_s012_u0089,0.1236,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,"Yes, T o Berto.",4,spoken,coco_2017_t_o_berto,individual,669,,indented,M,,1,1,1,Miguel,high
coco_2017,90,coco_2017_s012,coco_2017_s012_u0090,0.1236,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,"No, no, no!",3,spoken,coco_2017_dante,individual,674,,indented,M,,1,1,1,Miguel,high
coco_2017,91,coco_2017_s012,coco_2017_s012_u0091,0.1236,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,"Go away, you! Go!",4,spoken,coco_2017_dante,individual,679,,indented,F,,1,0,1,Abuelita,high
coco_2017,92,coco_2017_s012,coco_2017_s012_u0092,0.1236,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,It's just Dante...,3,spoken,coco_2017_abuelita,individual,684,,indented,M,,1,1,1,Miguel,high
coco_2017,93,coco_2017_s012,coco_2017_s012_u0093,0.1236,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,"Never name a street dog. They'll follow you forever. Now, go get my shoe.",14,spoken,coco_2017_miguel,individual,689,(beat),indented,F,,1,0,1,Abuelita,high
coco_2017,94,coco_2017_s013,coco_2017_s013_u0094,0.1348,ABUELITA,ABUELITA,coco_2017_abuelita,Abuelita,I found your son in Mariachi Plaza!,7,spoken,group,unclear,702,,indented,F,,1,0,1,Abuelita,high
coco_2017,95,coco_2017_s013,coco_2017_s013_u0095,0.1348,PAP,PAP,coco_2017_pap,Pap,Miguel...,1,spoken,coco_2017_miguel,individual,705,(disappointed),indented,M,,1,0,1,Pap,high
coco_2017,96,coco_2017_s013,coco_2017_s013_u0096,0.1348,MAM,MAM,coco_2017_mam,Mam,You know how Abuelita feels about the plaza.,8,spoken,coco_2017_abuelita,individual,710,,indented,F,,1,0,1,Mam,high
coco_2017,97,coco_2017_s013,coco_2017_s013_u0097,0.1348,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,I was just shining shoes!,5,spoken,group,unclear,714,,indented,M,,1,1,1,Miguel,high
coco_2017,98,coco_2017_s013,coco_2017_s013_u0098,0.1348,T O BERTO,T O BERTO,coco_2017_t_o_berto,Tío Berto,A musician's shoes!,3,spoken,coco_2017_miguel,individual,717,,indented,M,,1,0,1,T O Berto,high
coco_2017,99,coco_2017_s013,coco_2017_s013_u0099,0.1348,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,But the plaza's where all the foot traffic is.,9,spoken,group,unclear,724,,indented,M,,1,1,1,Miguel,high
coco_2017,100,coco_2017_s013,coco_2017_s013_u0100,0.1348,PAP,PAP,coco_2017_pap,Pap,"If Abuelita says no more plaza, then no more plaza.",10,spoken,coco_2017_miguel,individual,728,,indented,M,,1,0,1,Pap,high
coco_2017,101,coco_2017_s013,coco_2017_s013_u0101,0.1348,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,But what about tonight?,4,spoken,group,unclear,732,(blurting),indented,M,,1,1,1,Miguel,high
coco_2017,102,coco_2017_s013,coco_2017_s013_u0102,0.1348,PAP FRANCO,PAP  FRANCO,coco_2017_pap_franco,Pap Franco,What's tonight?,2,spoken,coco_2017_miguel,individual,736,,indented,M,,1,0,0,Pap Franco,high
coco_2017,103,coco_2017_s013,coco_2017_s013_u0103,0.1348,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,Well they're having this talent show-,6,spoken,coco_2017_pap_franco,individual,739,,indented,M,,1,1,1,Miguel,high
coco_2017,104,coco_2017_s013,coco_2017_s013_u0104,0.1348,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,And I thought I might...,5,spoken,coco_2017_pap_franco,individual,746,,indented,M,,1,1,1,Miguel,high
coco_2017,105,coco_2017_s013,coco_2017_s013_u0105,0.1348,MAM,MAM,coco_2017_mam,Mam,...Sign up?,2,spoken,coco_2017_miguel,individual,751,,indented,F,,1,0,1,Mam,high
coco_2017,106,coco_2017_s013,coco_2017_s013_u0106,0.1348,MIGUEL,MIGUEL,coco_2017_miguel,Miguel,"Well, maybe?",2,spoken,coco_2017_mam,individual,754,,indented,M,,1,1,1,Miguel,high
coco_2017,107,coco_2017_s013,coco_2017_s013_u0107,0.1348,PRIMA ROSA,PRIMA ROSA,coco_2017_prima_rosa,Prima Rosa,You have to have talent to be in a talent show.,11,spoken,coco_2017_miguel,individual,757,(laughing),indented,F,,1,0,0,Prima Rosa,high
coco_2017,108,coco_2017_s013,coco_2017_s013_u0108,0.1348,PRIMO ABEL,PRIMO ABEL,coco_2017_primo_abel,Primo Abel,"What are YOU going to do, shine shoes?",8,spoken,coco_2017_miguel,individual,763,,indented,M,,1,0,0,Primo Abel,high
